numunitid,Description
25891,saturation low
25892,slightly raised
25893,spoken
25894,stable 3.5
25895,stable repeat 3/12
25896,stable same dose 6mg
25897,stauration
25898,suggest hypothroidis
25899,taken 11 am
25900,TCI if no better
25901,TCI no rush
25902,Technique poor .
25903,times/ mth
25904,to 7 mg
25905,to reduce further
25906,to to 5 mg
25907,Toxoplasma latex
25908,try 4 mg
25909,try 4.5 mg
25910,unusually large
25911,up to 3 mg daily
25912,up to 4 mg daily
25913,up to 5 mg
25914,up to 7.5 mg
25915,WBC  5.06
25916,WBC >1000
25917,WBC 1.63
25918,WBC 10.03
25919,WBC 10.04
25920,WBC 10.18
25921,WBC 10.25
25922,WBC 10.27
25923,WBC 10.44
25924,WBC 10.51
25925,WBC 10.66
25926,WBC 10.74
25927,WBC 10.81
25928,WBC 10.83
25929,WBC 10.9
25930,WBC 10.98
25931,WBC 11.01
25932,WBC 11.03
25933,WBC 11.19
25934,WBC 11.29
25935,WBC 11.33
25936,WBC 11.36
25937,WBC 11.46
25938,WBC 11.47
25939,WBC 11.50
25940,WBC 11.64
25941,WBC 11.87
25942,WBC 12.15
25943,WBC 12.16
25944,WBC 12.21
25945,WBC 12.52
25946,WBC 12.90
25947,WBC 12.93
25948,WBC 13.14
25949,WBC 13.83
25950,WBC 14.03
25951,WBC 14.06
25952,WBC 14.41
25953,WBC 14.61
25954,WBC 14.84
25955,WBC 14.93
25956,WBC 14.94
25957,WBC 15.27
25958,WBC 15.28
25959,WBC 15.48
25960,WBC 15.52
25961,WBC 15.76
25962,WBC 16.06
25963,WBC 16.43
25964,WBC 17.79
25965,WBC 17.91
25966,WBC 18.16
25967,WBC 18.51
25968,WBC 18.83
25969,WBC 19.01
25970,WBC 19.06
25971,WBC 19.72
25972,WBC 2.20
25973,WBC 2.63
25974,WBC 2.87
25975,WBC 2.91
25976,WBC 24.77
25977,WBC 26.74
25978,WBC 28.26
25979,WBC 3.07
25980,WBC 3.08
25981,WBC 3.13
25982,WBC 3.14
25983,WBC 3.21
25984,WBC 3.45
25985,WBC 3.53
25986,WBC 3.56
25987,WBC 3.58
25988,WBC 3.59
25989,WBC 3.65
25990,WBC 3.85
25991,WBC 3.89
25992,WBC 3.99
25993,WBC 300
25994,WBC 31.80
25995,WBC 36.15
25996,WBC 4.03
25997,WBC 4.06
25998,WBC 4.11
25999,WBC 4.28
26000,WBC 4.29
26001,WBC 4.38
26002,WBC 4.49
26003,WBC 4.53
26004,WBC 4.63
26005,WBC 4.69
26006,WBC 4.76
26007,WBC 4.79
26008,!!
26009,\meddata\s6000\document\Apollo\2005\NOV\15464.TIF|
26010,\meddata\s6000\document\Apollo\2006\JAN\15465.TIF|
26011,\meddata\s6000\document\Apollo\2006\JUL\16249.TIF|
26012,\meddata\s6000\document\Apollo\2006\MAY\7474.TIF|7
26013,\meddata\s6000\document\Apollo\2006\OCT\25626.TIF|
26014,\meddata\s6000\document\Apollo\2006\SEP\22092.TIF|
26015,\meddata\s6000\document\Apollo\2007\AUG\57733.TIF|
26016,\meddata\s6000\document\Apollo\2007\AUG\SCAN0384.T
26017,\meddata\s6000\document\Apollo\2007\JAN\37181.TIF|
26018,\meddata\s6000\document\Apollo\2007\MAR\SCAN0355.T
26019,\meddata\s6000\document\Apollo\2007\NOV\68393.TIF|
26020,\meddata\s6000\document\Apollo\2008\AUG\98905.TIF|
26021,\meddata\s6000\document\Apollo\2008\JAN\75082.TIF|
26022,\meddata\s6000\document\Apollo\2008\JUL\95651.TIF|
26023,\meddata\s6000\document\Apollo\2008\JUN\90645.TIF|
26024,\meddata\s6000\document\Apollo\2008\JUN\90883.TIF|
26025,\meddata\s6000\document\Apollo\2008\JUN\93179.TIF|
26026,\meddata\s6000\document\Apollo\2009\AUG\142172.TIF
26027,\meddata\s6000\document\Apollo\2009\FEB\119659.TIF
26028,\meddata\s6000\document\Apollo\2009\MAY\132218.TIF
26029,\meddata\s6000\document\Apollo\2009\MAY\132565.TIF
26030,\meddata\s6000\document\Apollo\2009\NOV\155288.TIF
26031,\meddata\s6000\document\Apollo\2009\SEP\146694.TIF
26032,\meddata\s6000\document\Apollo\2009\SEP\MERG7029.T
26033,\meddata\s6000\document\Apollo\2010\DEC\205617.TIF
26034,\meddata\s6000\document\Apollo\2010\JUL\186257.TIF
26035,\meddata\s6000\document\Apollo\2010\JUL\186827.TIF
26036,\meddata\s6000\document\Apollo\2010\JUN\182850.TIF
26037,\meddata\s6000\document\Apollo\2010\MAY\176169.TIF
26038,\meddata\s6000\document\Apollo\2010\OCT\SCAN8636.T
26039,\meddata\s6000\document\Apollo\2010\SEP\191540.TIF
26040,\meddata\s6000\document\Apollo\2010\SEP\193912.TIF
26041,\meddata\s6000\document\Apollo\2010\SEP\198522.TIF
26042,\meddata\s6000\document\Apollo\2011\AUG\237439.TIF
26043,\meddata\s6000\document\Apollo\2011\JAN\209575.TIF
26044,\meddata\s6000\document\Apollo\2011\JUN\230416.TIF
26045,\meddata\s6000\document\Apollo\2011\MAY\MERG3420.T
26046,\meddata\s6000\document\Apollo\2011\NOV\SCAN5321.T
26047,\meddata\s6000\document\Apollo\2012\JAN\MERG2485.T
26048,\meddata\s6000\document\Apollo\2012\JUN\271802.TIF
26049,\meddata\s6000\document\Apollo\2012\MAY\266594.TIF
26050,\meddata\s6000\document\Apollo\2012\OCT\MERG3723.T
26051,\meddata\s6000\document\Apollo\2013\APR\314445.TIF
26052,\meddata\s6000\document\Apollo\2013\APR\315135.TIF
26053,\meddata\s6000\document\Apollo\2013\AUG\324949.TIF
26054,\meddata\s6000\document\Apollo\2013\FEB\302169.TIF
26055,\meddata\s6000\document\Apollo\2013\JUL\320013.TIF
26056,\meddata\s6000\document\Apollo\2013\MAY\315701.TIF
26057,2 mg repeat 1 week
26058,2/3 mg alt days
26059,a bit up
26060,adequate replacement
26061,borderline alk phos
26062,borderline stable
26063,CA125
26064,coag neg staph
26065,cont 7mg same dose
26066,cont.
26067,cont. 6mg
26068,continue 1 mg
26069,continue 5 mg
26070,d/w by Dr Bevan
26071,down 5/6
26072,for fasting glucose
26073,fsting
26074,high WBC 6.53
26075,increase 2mg/3mg
26076,increase to 4 mg
26077,increase to 6 mg
26078,low  WBC 4.77
26079,low - WBC 9.64
26080,low slightly better
26081,low WBC 6.00
26082,much better
26083,no change stable
26084,no chnage
26085,normal for age
26086,not ideal
26087,OK recheck 1/12
26088,patient knows
26089,POSITIVE (Microsomal
26090,pseudomonas sp.
26091,raisded
26092,raised - i.e gout
26093,raised repeat 1/12
26094,range <20
26095,recheck 1/52
26096,recheck after scrpt
26097,reduce to 3 mg daily
26098,repeat 1/52
26099,repeat asap
26100,repeat fasting
26101,restart 3 mg daily
26102,risk 1 in 210
26103,stable 3 mg
26104,stable 3.5 mg
26105,stable 6 mg
26106,stable continue 4 mg
26107,stable continue 4.5
26108,stable on 1.5 mg
26109,stable repeat
26110,stable same 4 mg
26111,stable same dsoe
26112,stable WBC 7.20
26113,staphylococcus sap.
26114,staphylococus aureus
26115,TCI please
26116,tested at Exeter
26117,to 5 mg retest 2/52
26118,too high TCI
26119,try 3.5 mg
26120,up  to 3mg please
26121,up to 3 - 5 mg
26122,up to 4 mg
26123,up to 7 mg
26124,very stable
26125,WBC 1.44
26126,WBC 10.00
26127,WBC 10.07
26128,WBC 10.30
26129,WBC 10.40
26130,WBC 10.47
26131,WBC 10.50
26132,WBC 10.61
26133,wBC 10.62
26134,WBC 10.71
26135,WBC 10.78
26136,WBC 10.87
26137,WBC 10.97
26138,WBC 11.04
26139,WBC 11.16
26140,WBC 11.25
26141,WBC 11.32
26142,WBC 11.37
26143,WBC 11.43
26144,WBC 11.51
26145,WBC 11.67
26146,WBC 11.73
26147,WBC 11.83
26148,WBC 11.88
26149,WBC 12.01
26150,WBC 12.08
26151,WBC 12.11
26152,WBC 12.2
26153,WBC 12.36
26154,WBC 12.53
26155,WBC 12.56
26156,WBC 12.73
26157,WBC 12.94
26158,WBC 12.96
26159,WBC 13.10
26160,WBC 13.64
26161,WBC 13.86
26162,WBC 13.88
26163,WBC 14.17
26164,WBC 14.18
26165,WBC 14.27
26166,WBC 14.60
26167,WBC 14.91
26168,WBC 16.11
26169,WBC 16.94
26170,WBC 17.42
26171,WBC 18.55
26172,WBC 19.66
26173,WBC 19.78
26174,WBC 2.23
26175,WBC 2.44
26176,WBC 2.53
26177,WBC 2.94
26178,WBC 22.11
26179,WBC 29.63
26180,WBC 3.17
26181,WBC 3.24
26182,WBC 3.25 low
26183,WBC 3.36
26184,WBC 3.38
26185,WBC 3.41
26186,WBC 3.52
26187,WBC 3.61
26188,WBC 3.64
26189,WBC 3.79
26190,WBC 3.81
26191,WBC 3.93
26192,WBC 31.00
26193,WBC 33.15
26194,WBC 4.02
26195,WBC 4.09
26196,WBC 4.10
26197,WBC 4.19
26198,WBC 4.33
26199,WBC 4.46
26200,WBC 4.54
26201,WBC 4.56
26202,WBC 4.73
26203,WBC 4.84
26204,WBC 4.85
26205,WBC 4.99
26206,"WBC 5,28"
26207,WBC 5.04
26208,WBC 5.12
26209,WBC 5.23
26210,WBC 5.33
26211,WBC 5.37
26212,WBC 5.4
26213,WBC 5.42
26214,WBC 5.52
26215,WBC 5.61
26216,WBC 5.84
26217,WBC 6.06
26218,WBC 6.11
26219,WBC 6.13
26220,WBC 6.26
26221,WBC 6.27
26222,WBC 6.34
26223,WBC 6.48
26224,WBC 6.51
26225,WBC 6.54
26226,WBC 6.64
26227,WBC 6.82
26228,WBC 6.89
26229,WBC 7.03
26230,WBC 7.26
26231,WBC 7.34
26232,WBC 7.35
26233,WBC 7.39
26234,WBC 7.43
26235,WBC 7.58
26236,WBC 7.77
26237,WBC 7.83
26238,WBC 7/22
26239,WBC 8.10
26240,WBC 8.13
26241,WBC 8.17
26242,WBC 8.31
26243,WBC 8.41
26244,WBC 8.46
26245,WBC 8.65
26246,WBC 8.72
26247,WBC 9.06
26248,WBC 9.34
26249,WBC 9.43
26250,WBC 9.44
26251,WBC 9.65
26252,WBC 9.75
26253,WBC 9.81
26254,WBC 9.90
26255,WBC WBC 30.95
26256,WBCX 7.01
26257,\meddata\s6000\document\Apollo\2006\FEB\2154.TIF|2
26258,\meddata\s6000\document\Apollo\2006\JUN\11454.TIF|
26259,\meddata\s6000\document\Apollo\2006\JUN\SCAN0225.T
26260,\meddata\s6000\document\Apollo\2006\MAR\2166.TIF|2
26261,\meddata\s6000\document\Apollo\2006\SEP\19709.TIF|
26262,\meddata\s6000\document\Apollo\2007\AUG\MERG2465.T
26263,\meddata\s6000\document\Apollo\2007\NOV\69576.TIF|
26264,\meddata\s6000\document\Apollo\2007\NOV\70404.TIF|
26265,\meddata\s6000\document\Apollo\2007\OCT\67826.TIF|
26266,\meddata\s6000\document\Apollo\2008\APR\SCAN2540.T
26267,\meddata\s6000\document\Apollo\2008\AUG\98174.TIF|
26268,\meddata\s6000\document\Apollo\2008\AUG\99508.TIF|
26269,\meddata\s6000\document\Apollo\2008\FEB\77058.TIF|
26270,\meddata\s6000\document\Apollo\2008\JAN\74849.TIF|
26271,\meddata\s6000\document\Apollo\2008\JUL\93276.TIF|
26272,\meddata\s6000\document\Apollo\2008\JUN\91173.TIF|
26273,\meddata\s6000\document\Apollo\2008\MAR\83333.TIF|
26274,\meddata\s6000\document\Apollo\2008\OCT\106532.TIF
26275,\meddata\s6000\document\Apollo\2008\OCT\108299.TIF
26276,\meddata\s6000\document\Apollo\2009\DEC\158958.TIF
26277,\meddata\s6000\document\Apollo\2009\FEB\119349.TIF
26278,\meddata\s6000\document\Apollo\2009\FEB\120760.TIF
26279,\meddata\s6000\document\Apollo\2009\FEB\122297.TIF
26280,\meddata\s6000\document\Apollo\2009\FEB\MERG2324.T
26281,\meddata\s6000\document\Apollo\2009\JUL\143282.TIF
26282,\meddata\s6000\document\Apollo\2009\JUN\133787.TIF
26283,\meddata\s6000\document\Apollo\2009\MAY\132688.TIF
26284,\meddata\s6000\document\Apollo\2009\OCT\151294.TIF
26285,\meddata\s6000\document\Apollo\2009\OCT\154728.TIF
26286,\meddata\s6000\document\Apollo\2010\AUG\192646.TIF
26287,\meddata\s6000\document\Apollo\2010\AUG\MERG5397.T
26288,\meddata\s6000\document\Apollo\2010\FEB\165364.TIF
26289,\meddata\s6000\document\Apollo\2010\FEB\165921.TIF
26290,\meddata\s6000\document\Apollo\2010\FEB\166365.TIF
26291,\meddata\s6000\document\Apollo\2010\JUL\187301.TIF
26292,\meddata\s6000\document\Apollo\2010\NOV\201469.TIF
26293,\meddata\s6000\document\Apollo\2010\OCT\198460.TIF
26294,\meddata\s6000\document\Apollo\2010\SEP\194292.TIF
26295,\meddata\s6000\document\Apollo\2011\AUG\234287.TIF
26296,\meddata\s6000\document\Apollo\2011\JAN\209479.TIF
26297,\meddata\s6000\document\Apollo\2011\JAN\210489.TIF
26298,\meddata\s6000\document\Apollo\2011\MAR\213605.TIF
26299,\meddata\s6000\document\Apollo\2011\MAR\216635.TIF
26300,\meddata\s6000\document\Apollo\2011\NOV\248682.TIF
26301,\meddata\s6000\document\Apollo\2012\MAR\MERG5331.T
26302,\meddata\s6000\document\Apollo\2012\MAY\266980.TIF
26303,\meddata\s6000\document\Apollo\2012\SEP\281340.TIF
26304,\meddata\s6000\document\Apollo\2013\APR\309311.TIF
26305,\meddata\s6000\document\Apollo\2013\JUN\317691.TIF
26306,\meddata\s6000\document\Apollo\2013\JUN\328664.TIF
26307,\meddata\s6000\document\Apollo\2013\SEP\328700.TIF
26308,\meddata\s6000\document\Apollo\2014\JAN\348552.TIF
26309,\meddata\s6000\document\Apollo\2014\JAN\SCAN0305.T
26310,11.10 2.7
26311,1630h
26312,3.5 mg
26313,8.20 H
26314,action
26315,alkaline phos
26316,already acted upon
26317,already actioned
26318,at rest
26319,being repeated
26320,boderline
26321,but improved
26322,c.Psittaci infection
26323,campylobacter
26324,change to 3 mg
26325,coagulase-neg staph
26326,cont 7mg - rpt 10dys
26327,continue 4. mg
26328,continue ISQ
26329,cyclosprin A
26330,dealt with urgent
26331,direct assay
26332,down to 4.5
26333,dreadful TCI
26334,EBC 5.56
26335,from Exeter
26336,good response
26337,high - repeat 3/12
26338,high but stable
26339,improving
26340,letter sent
26341,lipameic serum
26342,low - WBC 8.57
26343,mild renal failure
26344,mildly overtreated
26345,needs repeating
26346,needs statin
26347,negative chlamydia
26348,no charge
26349,not high enough
26350,not ideal TCI
26351,not quite good enoug
26352,ok for age
26353,"omit 19,.11.99"
26354,penis
26355,post menopausal
26356,PT - raised
26357,rang not in
26358,reduce 2 mg
26359,reduce to 4 mg
26360,reduce warfarin
26361,repeat 2 months
26362,repeat 2/52
26363,repeat 26.1.99
26364,results telephone
26365,results telephoned
26366,ring her
26367,same 2 mg
26368,saturation - normal
26369,see as planned
26370,should be better
26371,slightly low
26372,spoken to CB
26373,spoken to Dr
26374,stable continue 4mg
26375,stable down to 2.5mg
26376,stable no change
26377,TCI urgently
26378,to increase to 9 mg
26379,try 5 mg
26380,up to 1.5 mg
26381,visit next tuesday
26382,WBC 10.16
26383,WBC 10.31
26384,WBC 10.38
26385,WBC 10.45
26386,WBC 10.63
26387,WBC 10.65
26388,WBC 10.73
26389,WBC 10.84
26390,WBC 10.86
26391,WBC 11.70
26392,WBC 11.76
26393,WBC 11.80
26394,WBC 11.82
26395,WBC 11.89
26396,WBC 11.97
26397,WBC 11.99
26398,WBC 12.22
26399,WBC 12.24
26400,WBC 12.31
26401,WBC 12.37
26402,WBC 12.45
26403,WBC 12.47
26404,WBC 12.65
26405,WBC 12.70
26406,WBC 12.71 H
26407,WBC 12.72
26408,WBC 12.77
26409,WBC 12.79
26410,WBC 12.80
26411,WBC 12.82
26412,WBC 12.99
26413,WBC 13.08
26414,WBC 13.11
26415,WBC 13.40
26416,WBC 13.52
26417,WBC 13.70
26418,WBC 13.72
26419,WBC 13.79
26420,WBC 13.91
26421,WBC 13.98
26422,WBC 1360
26423,WBC 14.26
26424,WBC 14.34
26425,WBC 14.44
26426,WBC 14.58
26427,WBC 14.73
26428,WBC 15.34
26429,WBC 15.59
26430,WBC 16.28
26431,WBC 16.64
26432,WBC 17.69
26433,WBC 18.26
26434,WBC 18.56
26435,WBC 2.62
26436,WBC 2.68
26437,WBC 20.20
26438,WBC 20.34
26439,WBC 24.64
26440,WBC 25.37
26441,WBC 26.22
26442,WBC 26.94
26443,WBC 3.04
26444,WBC 3.16
26445,WBC 3.18
26446,WBC 3.33
26447,WBC 3.35
26448,WBC 3.42
26449,WBC 3.44
26450,WBC 3.72
26451,WBC 3.80
26452,WBC 3.86
26453,WBC 4.08
26454,WBC 4.23
26455,WBC 4.25
26456,WBC 4.39
26457,WBC 4.45
26458,WBC 4.66
26459,WBC 4.72
26460,WBC 4.74
26461,WBC 4.96
26462,"WBC 5,38"
26463,WBC 5.24
26464,WBC 5.29
26465,WBC 5.51
26466,WBC 5.60
26467,WBC 5.69
26468,WBC 5.7
26469,WBC 5.72
26470,WBC 6.12
26471,WBC 6.32
26472,WBC 6.53
26473,WBC 6.63
26474,WBC 6.65
26475,WBC 6.71
26476,WBC 6.76
26477,WBC 7.02
26478,WBC 7.04
26479,WBC 7.09
26480,WBC 7.13
26481,WBC 7.15
26482,WBC 7.19
26483,WBC 7.50
26484,WBC 7.59
26485,WBC 7.79
26486,WBC 7.99
26487,WBC 8.00
26488,WBC 8.02
26489,WBC 8.25
26490,WBC 8.33
26491,WBC 8.39
26492,WBC 8.40
26493,WBC 8.47
26494,WBC 8.49
26495,WBC 8.52
26496,WBC 8.54
26497,WBC 8.85
26498,WBC 8.90
26499,WBC 8.92
26500,WBC 9.07
26501,% - Saturation
26502,#NAME?
26503,?fasting
26504,?treat with statin
26505,\meddata\s6000\document\Apollo\2006\FEB\1276.TIF|1
26506,\meddata\s6000\document\Apollo\2006\JUL\16664.TIF|
26507,\meddata\s6000\document\Apollo\2006\JUN\10498.TIF|
26508,\meddata\s6000\document\Apollo\2006\JUN\12917.TIF|
26509,\meddata\s6000\document\Apollo\2006\JUN\SCAN0997.T
26510,\meddata\s6000\document\Apollo\2006\MAR\SCAN1482.T
26511,\meddata\s6000\document\Apollo\2006\MAR\SCAN4201.T
26512,\meddata\s6000\document\Apollo\2006\MAY\11775.TIF|
26513,\meddata\s6000\document\Apollo\2006\SEP\21024.TIF|
26514,\meddata\s6000\document\Apollo\2007\APR\SCAN4164.T
26515,\meddata\s6000\document\Apollo\2007\DEC\72690.TIF|
26516,\meddata\s6000\document\Apollo\2007\DEC\SCAN8957.T
26517,\meddata\s6000\document\Apollo\2007\NOV\67942.TIF|
26518,\meddata\s6000\document\Apollo\2007\NOV\70592.TIF|
26519,\meddata\s6000\document\Apollo\2007\OCT\65514.TIF|
26520,\meddata\s6000\document\Apollo\2008\JUL\94244.TIF|
26521,\meddata\s6000\document\Apollo\2008\JUN\297733.TIF
26522,\meddata\s6000\document\Apollo\2008\MAY\89680.TIF|
26523,\meddata\s6000\document\Apollo\2008\NOV\110747.TIF
26524,\meddata\s6000\document\Apollo\2008\OCT\108335.TIF
26525,\meddata\s6000\document\Apollo\2008\SEP\101621.TIF
26526,\meddata\s6000\document\Apollo\2008\SEP\104618.TIF
26527,\meddata\s6000\document\Apollo\2009\APR\126126.TIF
26528,\meddata\s6000\document\Apollo\2009\APR\129118.TIF
26529,\meddata\s6000\document\Apollo\2009\AUG\143713.TIF
26530,\meddata\s6000\document\Apollo\2009\DEC\157916.TIF
26531,\meddata\s6000\document\Apollo\2009\FEB\123634.TIF
26532,\meddata\s6000\document\Apollo\2009\MAY\131445.TIF
26533,\meddata\s6000\document\Apollo\2009\SEP\150398.TIF
26534,\meddata\s6000\document\Apollo\2010\AUG\189460.TIF
26535,\meddata\s6000\document\Apollo\2010\DEC\205558.TIF
26536,\meddata\s6000\document\Apollo\2010\FEB\165216.TIF
26537,\meddata\s6000\document\Apollo\2010\FEB\168775.TIF
26538,\meddata\s6000\document\Apollo\2010\JAN\161959.TIF
26539,\meddata\s6000\document\Apollo\2010\JUL\186819.TIF
26540,\meddata\s6000\document\Apollo\2010\MAR\168955.TIF
26541,\meddata\s6000\document\Apollo\2010\NOV\199747.TIF
26542,\meddata\s6000\document\Apollo\2011\APR\MERG2539.T
26543,\meddata\s6000\document\Apollo\2011\AUG\233407.TIF
26544,\meddata\s6000\document\Apollo\2011\DEC\SCAN7972.T
26545,\meddata\s6000\document\Apollo\2011\FEB\215016.TIF
26546,\meddata\s6000\document\Apollo\2011\JUL\232451.TIF
26547,\meddata\s6000\document\Apollo\2011\JUN\228811.TIF
26548,\meddata\s6000\document\Apollo\2011\MAY\222841.TIF
26549,\meddata\s6000\document\Apollo\2012\MAY\268878.TIF
26550,\meddata\s6000\document\Apollo\2012\NOV\291041.TIF
26551,\meddata\s6000\document\Apollo\2013\APR\310315.TIF
26552,12/15 per day
26553,86.40%
26554,abnormal - script
26555,adequate thyroxine
26556,AFP Tumour makrer
26557,aim for <4.8
26558,Alt 2/3mg - spoken
26559,arsenic
26560,better than last tim
26561,borderline normal
26562,CA12-5
26563,campylobacter sp.
26564,check 2/52
26565,cont
26566,cont same dose
26567,continue
26568,continue .5/1mg
26569,cyclosporin
26570,down to 4 mg daily
26571,down to 5 mg
26572,enterococcus
26573,enterococcus sp.
26574,fine check 2/52
26575,finish iron
26576,for F/U
26577,has stopped Warfarin
26578,high - WBC 5.60
26579,in hospital
26580,increase 5 mg daily
26581,increase 6 mg
26582,just OK
26583,letter from Dr Hunt
26584,low  WBC 6.64
26585,low - WBC 5.47
26586,low - WBC 6.23
26587,low but stable
26588,marked sinus dis.
26589,mild renal
26590,miss 2 doses
26591,need slight ajust
26592,no abnormal cells
26593,no action
26594,no change rpt 3/52
26595,no dose change
26596,noc change
26597,normal borderline
26598,normal distribution
26599,old?
26600,PTH raised
26601,raised - better
26602,raised but better
26603,re test DN 2 weeks
26604,reduce to 3.5 mg
26605,repeat 3 weeks
26606,repeat 3/52
26607,repeat LFT in month
26608,result from POB
26609,retest 1 week
26610,risk 1 in 130
26611,same 4 mg
26612,same dose 2/52
26613,same dose 3 mg
26614,stable 2 mg
26615,stable 4 mg
26616,stable cont 2 mg
26617,stable cont 4mg
26618,stable continue 7 mg
26619,stable retest
26620,stable retest 6/52
26621,"stable, cont 4mg"
26622,stop 2/7 then 0.5mg
26623,t mg retest 1/52
26624,TCI - hypothyroid
26625,TCI asap
26626,to 1.5 mg
26627,treated
26628,up lmg
26629,up to 2.5 mg
26630,up to 3mg - rept 2wk
26631,up to 5 mg check 5/7
26632,very much better
26633,WBC 0.78
26634,WBC 10.06
26635,WBC 10.11
26636,WBC 10.21
26637,WBC 10.44 high
26638,WBC 10.55
26639,WBC 10.58
26640,WBC 10.70
26641,WBC 10.91
26642,WBC 10.94
26643,WBC 10.96
26644,WBC 1000
26645,WBC 11.05
26646,WBC 11.13
26647,WBC 11.15
26648,WBC 11.26
26649,WBC 11.28
26650,WBC 11.38
26651,WBC 11.42
26652,WBC 11.44
26653,WBC 11.49
26654,WBC 11.52
26655,WBC 11.54
26656,WBC 11.58 H
26657,WBC 11.60
26658,WBC 11.62
26659,WBC 11.69
26660,WBC 11.79
26661,WBC 12.07
26662,WBC 12.09
26663,WBC 12.10
26664,WBC 12.12
26665,WBC 12.38
26666,WBC 12.54
26667,WBC 12.57
26668,WBC 12.95
26669,WBC 13.01
26670,WBC 13.03
26671,WBC 13.16
26672,WBC 13.21
26673,WBC 13.23
26674,WBC 13.25
26675,WBC 13.35
26676,WBC 13.49
26677,WBC 13.93 raised
26678,WBC 14.10
26679,WBC 14.19
26680,WBC 14.76
26681,WBC 14.78
26682,WBC 14.88
26683,WBC 15.84
26684,WBC 16.12
26685,WBC 16.26
26686,WBC 17.49 raised
26687,WBC 18.71
26688,WBC 2.22
26689,WBC 2.38
26690,WBC 2.54
26691,WBC 2.72 low
26692,WBC 2.95
26693,WBC 20.42
26694,WBC 21.90
26695,WBC 22.68
26696,WBC 23.39
26697,WBC 26.24
26698,WBC 27.01
26699,WBC 27.21
26700,WBC 3.11
26701,WBC 3.25
26702,WBC 3.27
26703,WBC 3.37
26704,WBC 3.39
26705,WBC 3.47
26706,WBC 3.49
26707,WBC 3.51
26708,WBC 3.62
26709,WBC 3.63
26710,WBC 3.75
26711,WBC 3.77
26712,WBC 3.78
26713,WBC 3.94
26714,WBC 4.01
26715,WBC 4.15
26716,WBC 4.18
26717,WBC 4.32
26718,WBC 4.34
26719,WBC 4.40
26720,WBC 4.47
26721,WBC 4.55
26722,WBC 4.65
26723,WBC 4.71
26724,WBC 4.83
26725,WBC 4.91
26726,WBC 4.93
26727,WBC 5./19
26728,WBC 5.36
26729,WBC 5.38
26730,WBC 5.45
26731,WBC 5.47
26732,WBC 5.83
26733,WBC 5.89
26734,WBC 5.92
26735,WBC 5.93
26736,WBC 5.99
26737,WBC 5/32
26738,WBC 53.84
26739,WBC 55.59
26740,"WBC 6,39"
26741,WBC 6.19
26742,WBC 6.25
26743,WBC 6.39
26744,WBC 6.47
26745,WBC 6.49
26746,WBC 6.5
26747,WBC 6.81
26748,WBC 6.96
26749,WBC 6.98
26750,WBC 4.88
26751,WBC 4/15
26752,WBC 5.00
26753,WBC 5.16
26754,WBC 5.17
26755,WBC 5.26
26756,WBC 5.27
26757,WBC 5.32
26758,WBC 5.41
26759,WBC 5.55
26760,WBC 5.59
26761,WBC 5.66
26762,WBC 5.79
26763,WBC 5.82
26764,WBC 5.97
26765,WBC 6.07
26766,WBC 6.16
26767,WBC 6.17
26768,WBC 6.23
26769,WBC 6.35
26770,WBC 6.40
26771,WBC 6.86
26772,WBC 7.07
26773,WBC 7.22
26774,WBC 7.27
26775,WBC 7.31
26776,WBC 7.38
26777,WBC 7.44
26778,WBC 7.47
26779,WBC 7.62
26780,WBC 7.65
26781,WBC 7.70
26782,WBC 7.73
26783,WBC 8.16
26784,WBC 8.34
26785,WBC 8.56
26786,WBC 8.59
26787,WBC 8.60
26788,WBC 8.62
26789,WBC 8.93
26790,WBC 8.96
26791,WBC 9.02
26792,WBC 9.26
26793,WBC 9.47
26794,WBC 9.66
26795,WBC 9.70
26796,WBC 9.71
26797,WBC 9.91
26798,WBC 9.94
26799,WBC WBC 6.19
26800,WBCX 5.71
26801,WBC 9.31
26802,WBC 9.37
26803,WBC 9.38
26804,WBC 9.57
26805,WBC 9.59
26806,WBC 9.74
26807,WBC 9.76
26808,WVC 10.54
26809,WBC 7.10
26810,WBC 7.25
26811,WBC 7.33
26812,WBC 7.40
26813,WBC 7.42
26814,WBC 7.49
26815,WBC 7.60
26816,WBC 7.67
26817,WBC 7.74
26818,WBC 7.84
26819,WBC 7.95
26820,WBC 8.07
26821,WBC 8.12
26822,WBC 8.19
26823,WBC 8.50
26824,WBC 8.64
26825,WBC 8.66
26826,WBC 8.71
26827,WBC 8.73
26828,WBC 8.78
26829,WBC 8.80
26830,WBC 8.82
26831,WBC 8.89
26832,WBC 8.99
26833,WBC 9.03
26834,WBC 9.05
26835,WBC 9.10
26836,WBC 9.12
26837,WBC 9.17
26838,WBC 9.19
26839,WBC 9.29
26840,WBC 9.45
26841,WBC 9.50
26842,WBC 9.52
26843,WBC 9.60
26844,WBC 9.62
26845,WBC 9.69
26846,WBC 9.82
26847,WBC 9.84
26848,WBC 9.89
26849,WBC 9.96
26850,WBC 9.98
26851,>1000 WBC
26852,? overtreated
26853,\meddata\s6000\document\Apollo\2006\AUG\19416.TIF|
26854,\meddata\s6000\document\Apollo\2006\DEC\30525.TIF|
26855,\meddata\s6000\document\Apollo\2006\JUN\SCAN0664.T
26856,\meddata\s6000\document\Apollo\2006\MAR\1882.TIF|1
26857,\meddata\s6000\document\Apollo\2006\OCT\SCAN2229.T
